"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
49-583,"E & J Gallo Winery","E & J","","80",".375L","$6.50","$8.38",
49-585,"E & J Gallo Winery","E & J VSOP","","80","1.75L","$27.95","$36.70",
49-587,"E & J Gallo Winery","E & J VSOP","","80",".75L","$13.95","$17.70",
49-588,"E & J Gallo Winery","E & J VSOP","","80",".375L","$6.95","$8.83",
49-589,"E & J Gallo Winery","E & J XO Vintage Reserve","","80","1.75L","$29.95","$38.70",
49-590,"E & J Gallo Winery","E & J XO Vintage Reserve","","80",".75L","$17.95","$21.70",
49-594,"E & J Gallo Winery","E & J VS Traveler","","80",".75L","$11.95","$15.70",
49-654,"Brown - Forman","Korbel","","80",".75L","$11.95","$15.70",
49-703,"Sazerac Co.","Paul Masson Grande Amber VSOP","004Y","80","1.75L","$26.95","$35.70",
49-705,"Sazerac Co.","Paul Masson Grande Amber VSOP","004Y","80",".75L","$12.95","$16.70",
49-706,"Sazerac Co.","Paul Masson Grande Amber VSOP","004Y","80",".375L","$5.95","$7.83",
49-712,"Sazerac Co.","Paul Masson Grande Amber","003Y","80","1.75L","$22.95","$31.70",
49-714,"Sazerac Co.","Paul Masson Grande Amber","003Y","80",".75L","$10.95","$14.70",
49-715,"Sazerac Co.","Paul Masson Grande Amber (PET)","003Y","80",".75L","$10.95","$14.70",
49-716,"Sazerac Co.","Paul Masson Grande Amber","003Y","80",".375L","$4.95","$6.83",
50-419,"Laird & Company","Capt. Applejack 80","004Y","80",".75L","$20.15","$23.90",
50-464,"Diageo NA","Ciroc VS","","80",".75L","$34.95","$38.70",
50-465,"Diageo NA","Ciroc VS","","80",".375L","$17.95","$19.83",
50-531,"Deluxe Wine & Spirits","Kvint Surprise XO","010Y","80",".75L","$33.00","$36.75",
50-567,"Remy Cointreau USA","St. Remy VSOP","","80","1.75L","$30.95","$39.70",
50-568,"Remy Cointreau USA","St. Remy VSOP","","80",".75L","$16.95","$20.70",
50-572,"Remy Cointreau USA","St Remy XO","","80",".75L","$21.95","$25.70",
50-613,"Hotaling & Co.","Calvados Christian Drouin","","80",".75L","$39.95","$43.70",
51-000,"Heaven Hill","Black Knight","","80",".75L","$34.95","$38.70",
51-020,"International Spirits & Wines","Revanche Cognac","","80",".75L","$39.95","$43.70",
51-040,"Sazerac Co.","Meukow VS","006Y","80",".75L","$25.95","$29.70",
51-041,"Sazerac Co.","Meukow VS","006Y","80",".375L","$12.95","$14.83",
51-055,"Heaven Hill","Ansac VS","","80","1.75L","$57.95","$66.70",
51-056,"Heaven Hill","Ansac VS","","80",".75L","$26.95","$30.70",
51-058,"Heaven Hill","Ansac VS","","80",".375L","$13.95","$15.83",
51-089,"Associated Brewing","Davidoff Cognac VSOP","","80",".75L","$54.95","$58.70",
51-151,"Beam Suntory","Courvoisier XO","","80",".75L","$209.95","$213.70",
51-154,"Beam Suntory","Courvoisier VS","","80","1.75L","$81.95","$90.70",
51-156,"Beam Suntory","Courvoisier VS","002Y","80",".75L","$38.95","$42.70",
51-159,"Beam Suntory","Courvoisier VS","002Y","80",".375L","$17.95","$19.83",
51-169,"Beam Suntory","Courvoisier VSOP","004Y","80",".75L","$49.95","$53.70",
51-170,"Beam Suntory","Courvoisier VSOP","004Y","80",".375L","$23.95","$25.83",
51-215,"Bacardi USA","D'Usse VSOP","","80",".375L","$31.95","$33.83",
51-216,"Bacardi USA","D'Usse VSOP","","80",".75L","$59.95","$63.70",
51-217,"Moet Hennessy","Hennessy VSOP Privilege","","80","1.75L","$119.95","$128.70",
51-218,"Moet Hennessy","Hennessy VSOP Privilege","","80",".75L","$59.95","$63.70",
51-219,"Moet Hennessy","Hennessy VSOP Privilege","","80",".375L","$32.45","$34.33",
51-220,"Moet Hennessy","Hennessy VS","","80","1.75L","$94.95","$103.70",
51-221,"Moet Hennessy","Hennessy VS","","80",".75L","$44.95","$48.70",
51-222,"Moet Hennessy","Hennessy VS (Round Bottle)","","80",".375L","$22.95","$24.83",
51-223,"Moet Hennessy","Hennessy VS","","80",".375L","$22.95","$24.83",
51-224,"Moet Hennessy","Hennessy VSOP Privilege (Round)","","80",".375L","$32.45","$34.33",
51-226,"Moet Hennessy","Hennessy XO","","80",".75L","$209.95","$213.70",
51-230,"Moet Hennessy","Hennessy Richard","","80",".75L","$6,899.95","$6,903.70",
51-239,"Moet Hennessy","Hennessy Black","","86",".75L","$49.95","$53.70",
51-240,"Moet Hennessy","Hennessy Black","","86",".375L","$26.95","$28.83",
51-270,"Pernod Ricard USA","Martell VS Single Distillery","","80",".75L","$37.95","$41.70",
51-272,"Pernod Ricard USA","Martell VS Single Distillery","","80",".375L","$19.95","$21.83",
51-303,"Remy Cointreau USA","Remy Martin XO Excellence","","80",".75L","$209.95","$213.70",
51-307,"Remy Cointreau USA","Remy Martin Louis XIII","","80",".75L","$3,999.95","$4,003.70",
51-309,"Remy Cointreau USA","Remy Martin 1738 Accord Royal","","80",".75L","$59.95","$63.70",
51-310,"Remy Cointreau USA","Remy Martin 1738 Accord Royal","","80",".375L","$28.45","$30.33",
51-311,"Remy Cointreau USA","Remy Martin VSOP","","80","1.75L","$109.95","$118.70",
51-312,"Remy Cointreau USA","Remy Martin VSOP","","80",".75L","$50.95","$54.70",
51-316,"Remy Cointreau USA","Remy Martin VSOP","","80",".375L","$25.45","$27.33",
51-324,"Beam Suntory","Salignac VS","002Y","80",".75L","$29.95","$33.70",
51-326,"Beam Suntory","Salignac VS","002Y","80",".375L","$15.95","$17.83",
51-447,"Lonerider Spirits","NC Lonerider Whiskey Mule Can 4Pk","","14","1.42L","$14.95","$22.05",
51-453,"Associated Brewing","Joia Cosmopolitan","","14","1.42L","$10.95","$18.05",
51-458,"Luxco","Salvador's Classic Margaritas 4Pk","","26","1.42L","$9.95","$17.05",
51-460,"Diageo NA","Tanqueray Sevilla Orange Gin & Soda CAN","","11.8","1.42L","$12.95","$20.05",
51-462,"Sazerac Co.","The Club Cocktail Party Pack","","27.96","2.4L","$19.95","$31.95",
51-468,"Brown - Forman","Jack Daniel's & Cola 4Pk","","14","1.42L","$12.95","$20.05",
51-469,"Brown - Forman","Jack Daniel's TN Honey Lemonade 4Pk","","14","1.42L","$12.95","$20.05",
51-470,"Brown - Forman","Jack Daniel's Apple Fizz 4Pk","","14","1.42L","$12.95","$20.05",
51-477,"Luxco","Salvador's Original Margarita 26","","26","1.75L","$9.95","$18.70",
51-482,"Proximo Spirits","Jose Cuervo Golden Strawberry Margarita","","25.4","1.75L","$20.95","$29.70",
51-483,"Proximo Spirits","Jose Cuervo Auth Classic Strawberry Marg","","19.9","1.75L","$19.95","$28.70",
51-485,"Proximo Spirits","Jose Cuervo Auth Coconut Pineapple Marg","","19.9","1.75L","$19.95","$28.70",
51-486,"Proximo Spirits","Jose Cuervo Authentic Watermelon Marg","","19.9","1.75L","$19.95","$28.70",
51-488,"Proximo Spirits","Jose Cuervo Authentic Pink Lemonade","","19.9","1.75L","$19.95","$28.70",
51-489,"Proximo Spirits","Jose Cuervo Auth Grapefruit Tangerine","","19.9","1.75L","$19.95","$28.70",
51-491,"Proximo Spirits","Jose Cuervo Golden Marg","","25.4","1.75L","$20.95","$29.70",
51-492,"Proximo Spirits","Jose Cuervo Golden Marg","","25.4",".75L","$10.95","$14.70",
51-494,"Proximo Spirits","Jose Cuervo Cherry Limeade RTD","","19.9","1.75L","$19.95","$28.70",
51-495,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9","1.75L","$19.95","$28.70",
51-496,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9",".75L","$9.95","$13.70",
51-498,"Proximo Spirits","Jose Cuervo Authentic Lime Marg","","19.9","200ML","$2.45","$3.45",
51-499,"Proximo Spirits","Jose Cuervo Authentic Mango Marg","","19.9","1.75L","$19.95","$28.70",
51-500,"Proximo Spirits","Jose Cuervo Auth Marg Light White Peach","","19.9","1.75L","$19.95","$28.70",
51-502,"Proximo Spirits","Jose Cuervo Authentic Light Margarita","","19.9","1.75L","$19.95","$28.70",
51-510,"Beam Suntory","Skinnygirl Margarita","","25",".75L","$12.95","$16.70",
51-512,"Beam Suntory","Skinnygirl White Peach Margarita","","25.4",".75L","$12.95","$16.70",
51-513,"Beam Suntory","Skinnygirl White Cranberry Cosmo","","19.9",".75L","$12.95","$16.70",
51-518,"Proximo Spirits","1800 Blood Orange RTD","","19.9","1.75L","$21.95","$30.70",
51-519,"Proximo Spirits","1800 RTD Ultimate Marg","","19.9","1.75L","$21.95","$30.70",
51-520,"Proximo Spirits","1800 Black Cherry Ultimate Margarita","","20","1.75L","$21.95","$30.70",
51-521,"Proximo Spirits","1800 RTD Pineapple","","19.9","1.75L","$21.95","$30.70",
51-523,"Proximo Spirits","1800 Ultimate RTD Mango Margarita PET","","19.9","1.75L","$21.95","$30.70",
51-526,"Proximo Spirits","Jose Cuervo Authentic Strawberry Lime","","20","200ML","$2.45","$3.45",
51-527,"Proximo Spirits","1800 Ultimate RTD Peach PET","","19.9","1.75L","$21.95","$30.70",
51-529,"Proximo Spirits","1800 Ultimate Raspberry RTD","","19.9","1.75L","$21.95","$30.70",
51-530,"Proximo Spirits","1800 Watermelon RTD","","40","1.75L","$21.95","$30.70",
51-534,"Sazerac Co.","Deep Bay Variety 8-Pk","","11","2.84L","$16.95","$31.15",
51-549,"E & J Gallo Winery","RumChata Cold Brew","","25","1.75L","$19.95","$28.70",
51-573,"E & J Gallo Winery","High Noon Mango 4Pk","","9","1.42L","$9.95","$17.05",
51-574,"E & J Gallo Winery","High Noon Variety 8Pk","","9","2.84L","$18.95","$33.15",
51-576,"E & J Gallo Winery","High Noon Lime 4Pk","","9","1.42L","$9.95","$17.05",
51-577,"E & J Gallo Winery","High Noon Peach 4Pk","","9","1.42L","$9.95","$17.05",
51-578,"E & J Gallo Winery","High Noon Black Cherry 4Pk","","9","1.42L","$9.95","$17.05",
51-579,"E & J Gallo Winery","High Noon Grapefruit 4Pk","","9","1.42L","$9.95","$17.05",
51-580,"E & J Gallo Winery","High Noon Watermelon 4Pk","","9","1.42L","$9.95","$17.05",
51-581,"E & J Gallo Winery","High Noon Pineapple 4Pk","","9","1.42L","$9.95","$17.05",
51-597,"Bacardi USA","Bacardi Rum Punch 4Pk","","11.8","1.42L","$12.95","$20.05",
51-607,"Pernod Ricard USA","Kahlua RTD White Russian","","25","1.75L","$17.95","$26.70",
51-621,"Pernod Ricard USA","Kahlua RTD Mudslide","","25","1.75L","$17.95","$26.70",
51-637,"Bacardi USA","Bacardi Classic Mojito","","30","1.75L","$14.95","$23.70",
51-640,"Sazerac Co.","Cutwater Grape Vodka Transfusion 4Pk","","14","1.42L","$12.95","$20.05",
51-648,"Diageo NA","Ketel One Botanical Peach&Orange Blssm Spritz 4Pk","","7.2","1.42L","$12.95","$20.05",
51-649,"Diageo NA","Ketel One Botanical Cucumber & Mint Spritz 4Pk","","7.2","1.42L","$12.95","$20.05",
51-650,"Diageo NA","Ketel One Botanical Grapefruit & Rose Spritz 4Pk","","7.2","1.42L","$12.95","$20.05",
51-654,"Bacardi USA","Bacardi Island Punch RTS","","25","1.75L","$14.95","$23.70",
51-655,"Bacardi USA","Cazadores Margarita 4Pk","","11.8","1.42L","$14.95","$22.05",
51-656,"Bacardi USA","Bombay Sapphire Gin & Tonic RTD","","11.8","1.00L","$12.95","$17.95",
51-674,"Heaven Hill","Deep Eddy Lemon Vodka RTD  Seltzer","","9","1.42L","$11.95","$19.05",
51-675,"Heaven Hill","Deep Eddy Ruby Red Vodka & Soda 4Pk","","9","1.42L","$11.95","$19.05",
51-697,"Beam Suntory","Jim Beam Ginger Highball 4Pk","","10","1.42L","$9.95","$17.05",
51-698,"Beam Suntory","Hornitos Lime Seltzer 4Pk","","10","1.42L","$11.95","$19.05",
51-704,"Phusion Projects","Mamitas Tequila & Soda Variety 8Pk","","10","2.84L","$19.95","$34.15",
51-748,"Diageo NA","Crown Royal Peach Tea RTD 4Pk","","14","1.42L","$14.95","$22.05",
51-749,"Diageo NA","Crown Royal Whisky & Cola RTD 4Pk","","14","1.42L","$14.95","$22.05",
51-750,"Diageo NA","Crown Royal Washington Apple RTD 4Pk","","14","1.42L","$14.95","$22.05",
51-752,"Diageo NA","Tanqueray Gin & Tonic 4Pk","","11.8","1.42L","$12.95","$20.05",
51-753,"Diageo NA","Tanqueray Rangpur Lime Gin & Soda 4Pk","","11.8","1.42L","$12.95","$20.05",
51-768,"Sazerac Co.","Barton Long Island Iced Tea","","75","1.75L","$15.95","$24.70",
51-769,"Sazerac Co.","Barton Long Island Iced Tea","","75",".75L","$8.95","$12.70",
51-771,"Russian Standard","Russian Standard Moscow Mule 4Pk","","9.6","1.42L","$11.95","$19.05",
51-775,"Sazerac Co.","Desert Island Long Island Iced Tea","","75","1.75L","$19.95","$28.70",
51-776,"Sazerac Co.","Desert Island Long Island Iced Tea","","75",".75L","$9.95","$13.70",
51-785,"The Copper Can","The Copper Can Moscow Mule 4Pk","002Y","20","1.42L","$16.35","$23.45",
51-786,"The Copper Can","Desert Sun Spicy Margarita 4Pk","","16","1.42L","$16.35","$23.45",
51-795,"Montebello Brands","Montebello Long Island Iced Tea","","42","1.75L","$16.90","$25.65",
51-796,"Montebello Brands","Montebello Long Island Iced Tea","","42",".75L","$8.70","$12.45",
51-802,"Diageo NA","Capt. Morgan Long Island Iced Tea","","34","1.75L","$19.95","$28.70",
51-803,"Diageo NA","Capt. Morgan Long Island Iced Tea","","34",".75L","$9.95","$13.70",
51-835,"Beam Suntory","On The Rocks Knob Creek Old Fashioned","","70",".375L","$11.95","$13.83",
51-847,"Fabrizia Spirits","Fabrizia Italian Margarita","","28","1.75L","$19.95","$28.70",
51-897,"Bacardi USA","Bacardi Bahama Mama","","25","1.75L","$14.95","$23.70",
51-901,"Bacardi USA","Bacardi Hurricane","","25","1.75L","$14.95","$23.70",
51-909,"Bacardi USA","Bacardi Zombie","","25","1.75L","$14.95","$23.70",
51-925,"Bacardi USA","Bacardi Classic Cocktails Rum Punch","","25","1.75L","$14.95","$23.70",
51-926,"Pernod Ricard USA","Malibu Rum Punch Cocktail","","30","1.75L","$19.95","$28.70",
51-941,"Pernod Ricard USA","Malibu Blue Hawaiian Cocktail","","25","1.75L","$19.95","$28.70",
52-024,"Sazerac Co.","Chi Chi's Mango Margarita","","20","1.75L","$10.95","$19.70",
52-028,"Sazerac Co.","Chi Chi's White Russian","","25","1.75L","$10.95","$19.70",
52-034,"Sazerac Co.","Chi Chi's Long Island Iced Tea","","25","1.75L","$10.95","$19.70",
52-098,"Sazerac Co.","Chi Chi's Pineapple Margarita","","20","1.75L","$10.95","$19.70",
52-100,"Sazerac Co.","Chi Chi's Pina Colada","","25","1.75L","$10.95","$19.70",
52-105,"Sazerac Co.","Chi Chi's Gold Marg","","25","1.75L","$10.95","$19.70",
52-112,"Sazerac Co.","Chi Chi's Skinny Margarita","","20","1.75L","$10.95","$19.70",
52-117,"Sazerac Co.","Chi Chi's Pink Lemonade Margarita","","25","1.75L","$10.95","$19.70",
52-119,"Sazerac Co.","Chi Chi's Peach Margarita","","25","1.75L","$10.95","$19.70",
52-123,"Sazerac Co.","Chi Chi's Margarita","","20","1.75L","$10.95","$19.70",
52-160,"Sazerac Co.","Mr. Boston Holiday Nog","","30",".75L","$6.95","$10.70",
52-325,"Sazerac Co.","Ice Box Mudslide","","25","1.75L","$13.95","$22.70",
54-209,"Sazerac Co.","Paul Masson Apple Grande Amber","","27",".375L","$4.95","$6.83",
54-346,"Sazerac Co.","Mr. Boston Apricot Brandy","","70",".75L","$8.95","$12.70",
54-395,"Heaven Hill","Christian  Brothers Apple","","70",".75L","$11.95","$15.70",
54-398,"Heaven Hill","Christian Brothers Honey","","70",".75L","$11.95","$15.70",
54-401,"Heaven Hill","Christian Brothers Peach","","70",".75L","$11.95","$15.70",
54-406,"E & J Gallo Winery","E & J Apple Brandy","","60","1.75L","$24.95","$33.70",
54-407,"E & J Gallo Winery","E & J Apple Brandy","","60",".75L","$11.95","$15.70",
54-408,"E & J Gallo Winery","E & J Apple Brandy","","60",".375L","$5.95","$7.83",
54-410,"E & J Gallo Winery","E & J Peach Brandy","","60",".75L","$11.95","$15.70",
54-411,"E & J Gallo Winery","E & J Peach Brandy","","60",".375L","$5.95","$7.83",
54-413,"E & J Gallo Winery","E & J Vanilla Brandy","","60",".75L","$11.95","$15.70",
54-488,"Sazerac Co.","Paul Masson Mango Grande Amber","","54",".75L","$10.95","$14.70",
54-489,"Sazerac Co.","Paul Masson Mango Grande Amber","","54",".375L","$4.95","$6.83",
54-491,"Sazerac Co.","Paul Masson Peach Grande Amber","003Y","54",".75L","$10.95","$14.70",
54-492,"Sazerac Co.","Paul Masson Peach Grande Amber","003Y","54",".375L","$4.95","$6.83",
54-493,"Sazerac Co.","Paul Masson Grande Amber Peach Brandy","","54","1.75L","$22.95","$31.70",
54-494,"Sazerac Co.","Paul Masson Red Berry Grande Amber","","54",".75L","$10.95","$14.70",
54-497,"Sazerac Co.","Paul Masson Pineapple Grande Amber","","54",".75L","$10.95","$14.70",
54-776,"Pernod Ricard USA","HW Blackberry","","70",".75L","$8.95","$12.70",
54-872,"Sazerac Co.","Mr. Boston Blackberry Brandy","","70",".75L","$8.95","$12.70",
55-211,"Luxco","Arrow Wild Cherry","","60",".75L","$11.95","$15.70",
55-899,"Sazerac Co.","Mr. Boston Peach Brandy","","70",".75L","$8.95","$12.70",
56-613,"Luxco","Arrow Sloe","","30",".75L","$11.95","$15.70",
56-796,"Ole Smoky Distillery","Ole Smoky Moonshine Pickles","","40",".75L","$24.95","$28.70",
56-799,"Ole Smoky Distillery","Ole Smoky TN Moonshine Butter Pecan","","35",".75L","$24.95","$28.70",
56-809,"Ole Smoky Distillery","Ole Smoky TN Moonshine Blackberry","","40",".75L","$24.95","$28.70",
56-810,"Ole Smoky Distillery","Ole Smoky TN Moonshine Apple Pie","","70",".75L","$24.95","$28.70",
56-811,"Ole Smoky Distillery","Ole Smoky TN Moonshine Cherries","","100",".75L","$24.95","$28.70",
56-812,"Ole Smoky Distillery","Ole Smoky TN Moonshine White Lightnin","","100",".75L","$24.95","$28.70",
56-814,"Heaven Hill","Pama Pomegranate","","34",".75L","$19.95","$23.70",
56-818,"Ole Smoky Distillery","Ole Smoky Hunch Punch Moonshine","","80",".75L","$24.95","$28.70",
56-855,"Associated Brewing","Kinky Green","","34",".75L","$19.95","$23.70",
56-858,"Associated Brewing","Kinky Red","","34",".75L","$19.95","$23.70",
56-861,"Associated Brewing","Kinky Ruby Liqueur","","34",".75L","$19.95","$23.70",
56-865,"Associated Brewing","Kinky Aloha Liqueur","","34",".75L","$19.95","$23.70",
56-867,"Associated Brewing","Kinky Blue Liqueur","","34",".75L","$19.95","$23.70",
56-868,"Associated Brewing","Kinky Blue Liqueur","","34",".375L","$10.95","$12.83",
56-873,"Associated Brewing","Kinky Fruit Punch","","34",".75L","$19.95","$23.70",
56-875,"Associated Brewing","Kinky Liqueur","","34",".75L","$19.95","$23.70",
56-876,"Associated Brewing","Kinky Pink Liqueur","","34",".375L","$10.95","$12.83",
56-878,"Western Spirits Bev Co.","Twenty Grand Gold","","80",".75L","$21.95","$25.70",
56-883,"Western Spirits Bev Co.","Twenty Grand Peach","","80",".75L","$21.95","$25.70",
56-884,"Western Spirits Bev Co.","Twenty Grand","","80",".375L","$9.95","$11.83",
56-895,"Sazerac Co.","Stirrings Triple Sec","","60",".75L","$13.95","$17.70",
56-938,"Fabrizia Spirits","Fabrizia Limoncello","","54",".75L","$18.95","$22.70",
56-955,"Sazerac Co.","Grind Espresso Shot","","60",".75L","$18.95","$22.70",
57-009,"M. S. Walker","St. Elder Elderflower Liqueur","","40",".75L","$19.95","$23.70",
57-018,"Sugarlands Distilling","Sugarlands Butter Pecan Sippin' Cream","","40",".75L","$24.95","$28.70",
57-027,"Sazerac Co.","Chila Orchata","","27.5",".75L","$18.95","$22.70",
57-038,"M. S. Walker","ChocoLat Deluxe Chocolate Liqueur","","30",".75L","$13.95","$17.70",
57-282,"Speakeasy Spirits","Whisper Creek","","40",".75L","$20.95","$24.70",
57-799,"Sazerac Co.","99 Bananas","","99",".75L","$15.95","$19.70",
57-801,"Sazerac Co.","99 Mangoes","","99",".75L","$15.95","$19.70",
57-806,"Sazerac Co.","99 Apples","","99",".75L","$15.95","$19.70",
57-822,"Heaven Hill","Aristocrat Tangy Sour Apple Schnapps","","30",".75L","$6.95","$10.70",
58-063,"Heaven Hill","Melone Melon","","42",".75L","$7.95","$11.70",
58-259,"Heaven Hill","Amarito Amaretto","","43",".75L","$7.95","$11.70",
58-287,"Luxco","Arrow Amaretto","","30",".75L","$9.95","$13.70",
58-320,"Beam Suntory","DeKuyper Amaretto","","40",".75L","$9.95","$13.70",
58-472,"Sazerac Co.","Amaretto Di Amore Classico","","42","1.75L","$26.95","$35.70",
58-473,"Sazerac Co.","Amaretto Di Amore Classico","","42",".75L","$12.95","$16.70",
58-475,"Sazerac Co.","Amaretto Di Amore Classico","","42",".375L","$7.95","$9.83",
59-467,"Beam Suntory","DeKuyper Creme De Cacao-Dark","","54",".75L","$9.95","$13.70",
59-625,"Luxco","Arrow Creme De Cacao - White","","30",".75L","$11.95","$15.70",
59-821,"Beam Suntory","DeKuyper Creme De Menthe-Green","","60",".75L","$9.95","$13.70",
60-156,"Luxco","Arrow Creme De Banana","","30",".75L","$11.95","$15.70",
