"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
46-528,"Pernod Ricard USA","Absolut Pears","","80",".75L","$19.95","$23.70",
46-530,"Pernod Ricard USA","Absolut","","80","1.75L","$34.95","$43.70",
46-531,"Pernod Ricard USA","Absolut","","80",".75L","$19.95","$23.70",
46-533,"Pernod Ricard USA","Absolut","","80",".375L","$11.95","$13.83",
46-537,"Pernod Ricard USA","Absolut Mango","","80",".75L","$19.95","$23.70",
46-538,"Brown - Forman","Finlandia","","80","1.75L","$27.95","$36.70",
46-539,"Brown - Forman","Finlandia","","80",".75L","$15.95","$19.70",
46-540,"Pernod Ricard USA","Absolut Lime","","80","1.75L","$34.95","$43.70",
46-549,"Pernod Ricard USA","Absolut Watermelon","","76",".75L","$19.95","$23.70",
46-552,"MHW/ Chopin Vodka","Chopin Potato","","80","1.75L","$49.95","$58.70",
46-553,"MHW/ Chopin Vodka","Chopin Potato","","80",".75L","$28.95","$32.70",
46-557,"Moet Hennessy","Belvedere","","80","1.75L","$54.95","$63.70",
46-558,"Moet Hennessy","Belvedere Pure","","80",".75L","$27.95","$31.70",
46-559,"Moet Hennessy","Belvedere","","80",".375L","$13.95","$15.83",
46-561,"Moet Hennessy","Belvedere Smogory Forest Rye","","80",".75L","$32.95","$36.70",
46-564,"Diageo NA","Ciroc Summer Citrus","","70",".75L","$29.95","$33.70",
46-567,"Stoli Group USA","Stoli Blueberi","","75",".75L","$19.95","$23.70",
46-576,"Stoli Group USA","Stoli Ohranj","","75",".75L","$19.95","$23.70",
46-578,"Stoli Group USA","Stoli Elit","","80",".75L","$44.95","$48.70",
46-581,"Stoli Group USA","Stolichnaya 100","","100",".75L","$25.95","$29.70",
46-588,"Stoli Group USA","Stoli Razberi","","75",".75L","$19.95","$23.70",
46-592,"Stoli Group USA","Stoli Vanil","","75",".75L","$19.95","$23.70",
46-594,"Stoli Group USA","Stolichnaya 80","","80","1.75L","$39.95","$48.70",
46-595,"Stoli Group USA","Stolichnaya 80","","80",".75L","$19.95","$23.70",
46-599,"Stoli Group USA","Stolichnaya 80","","80",".375L","$9.95","$11.83",
46-610,"Diageo NA","Tanqueray Sterling","","80","1.75L","$19.95","$28.70",
46-611,"Diageo NA","Tanqueray Sterling","","80",".75L","$12.95","$16.70",
46-623,"Beam Suntory","Haku Vodka","","80",".75L","$27.95","$31.70",
46-640,"Sazerac Co.","Fris Vodka","","80","1.75L","$12.95","$21.70",
46-641,"Sazerac Co.","Fris Vodka","","80",".75L","$9.95","$13.70",
46-642,"MHW/ Broken Shed","Broken Shed Vodka","","80","1.75L","$38.95","$47.70",
46-645,"MHW/ Broken Shed","Broken Shed Vodka","","80",".75L","$20.95","$24.70",
46-665,"Diageo NA","Ciroc Mango","","70","1.75L","$52.95","$61.70",
46-666,"Diageo NA","Ciroc Mango","","70",".75L","$29.95","$33.70",
46-667,"Diageo NA","Ciroc Mango","","70",".375L","$17.95","$19.83",
46-670,"Diageo NA","Ciroc Apple","","70","1.75L","$52.95","$61.70",
46-671,"Diageo NA","Ciroc Apple","","70",".75L","$29.95","$33.70",
46-672,"Diageo NA","Ciroc Apple","","70",".375L","$17.95","$19.83",
46-712,"Diageo NA","Ciroc Red Berry","","70","1.75L","$52.95","$61.70",
46-713,"Diageo NA","Ciroc Red Berry","","70",".75L","$29.95","$33.70",
46-714,"Diageo NA","Ciroc Red Berry","","70",".375L","$17.95","$19.83",
46-715,"Diageo NA","Ciroc Coconut","","70","1.75L","$52.95","$61.70",
46-716,"Diageo NA","Ciroc Coconut","","70",".75L","$29.95","$33.70",
46-717,"Diageo NA","Ciroc Coconut","","70",".375L","$17.95","$19.83",
46-718,"Diageo NA","Ciroc","","80","1.75L","$52.95","$61.70",
46-720,"Diageo NA","Ciroc","","80",".75L","$29.95","$33.70",
46-721,"Diageo NA","Ciroc","","80",".375L","$17.95","$19.83",
46-723,"Diageo NA","Ciroc Peach","","70",".75L","$29.95","$33.70",
46-729,"Diageo NA","Ciroc Peach","","70","1.75L","$52.95","$61.70",
46-730,"Diageo NA","Ciroc Peach","","70",".375L","$17.95","$19.83",
46-746,"Deutsch Family W & S","Luksusowa Potato","","80","1.75L","$22.95","$31.70",
46-747,"Deutsch Family W & S","Luksusowa Potato","","80",".75L","$12.95","$16.70",
46-751,"Diageo NA","Ciroc Pineapple","","70","1.75L","$52.95","$61.70",
46-752,"Diageo NA","Ciroc Pineapple","","70",".75L","$29.95","$33.70",
46-753,"Diageo NA","Ciroc Pineapple","","70",".375L","$17.95","$19.83",
46-754,"Diageo NA","Ciroc Summer Watermelon","","70","1.75L","$52.95","$61.70",
46-755,"Diageo NA","Ciroc Summer Watermelon","","70",".75L","$29.95","$33.70",
46-756,"Diageo NA","Ciroc Summer Watermelon","","70",".375L","$17.95","$19.83",
46-758,"Sazerac/ 375 Park Ave Spirits","Sobieski Polish","","80","1.75L","$19.95","$28.70",
46-759,"Sazerac/ 375 Park Ave Spirits","Sobieski Polish","","80",".75L","$10.95","$14.70",
46-765,"Sazerac/ 375 Park Ave Spirits","Van Gogh Double Espresso","","70",".75L","$19.95","$23.70",
46-783,"Luxco","Pearl","","80","1.75L","$16.95","$25.70",
46-784,"Luxco","Pearl","","80",".75L","$9.95","$13.70",
46-822,"Proximo Spirits","Three Olives Cherry","","70",".75L","$14.95","$18.70",
46-826,"Proximo Spirits","Three Olives","","80","1.75L","$26.95","$35.70",
46-827,"Proximo Spirits","Three Olives","","80",".75L","$14.95","$18.70",
46-828,"Bacardi USA","Grey Goose Essences Strawberry & Lemongrass","","60",".75L","$29.95","$33.70",
46-830,"Bacardi USA","Grey Goose Essences Watermelon & Basil","","60",".75L","$29.95","$33.70",
46-835,"Bacardi USA","Grey Goose Essences White Peach & Rosemary","","60",".75L","$29.95","$33.70",
46-836,"Bacardi USA","Grey Goose","","80","1.75L","$49.95","$58.70",
46-837,"Bacardi USA","Grey Goose","","80",".75L","$29.95","$33.70",
46-838,"Bacardi USA","Grey Goose","","80",".375L","$17.95","$19.83",
46-840,"Bacardi USA","Grey Goose L'Orange","","80","1.75L","$49.95","$58.70",
46-841,"Bacardi USA","Grey Goose L'Orange","","80",".75L","$29.95","$33.70",
46-842,"Bacardi USA","Grey Goose L'Orange","","80",".375L","$15.95","$17.83",
46-844,"Bacardi USA","Grey Goose Le Citron","","80",".75L","$29.95","$33.70",
46-845,"Bacardi USA","Grey Goose Le Citron","","80",".375L","$15.95","$17.83",
46-847,"Bacardi USA","Grey Goose La Poire","","80",".75L","$29.95","$33.70",
46-859,"Diageo NA","Ketel One","","80","1.75L","$44.95","$53.70",
46-860,"Diageo NA","Ketel One","","80",".75L","$22.95","$26.70",
46-861,"Diageo NA","Ketel One","","80",".375L","$12.95","$14.83",
46-862,"Constellation Brands","Svedka Strawberry Lemonade","","70",".75L","$14.95","$18.70",
46-867,"Constellation Brands","Svedka Traveler","","80",".75L","$12.95","$16.70",
46-868,"Constellation Brands","Svedka","","80","1.75L","$23.95","$32.70",
46-869,"Constellation Brands","Svedka","","80",".75L","$12.95","$16.70",
46-870,"Constellation Brands","Svedka","","80",".375L","$7.45","$9.33",
46-874,"Constellation Brands","Svedka Citron","","70","1.75L","$23.95","$32.70",
46-880,"Constellation Brands","Svedka Mango Pineapple","","70",".75L","$14.95","$18.70",
46-882,"Diageo NA","Ketel One Oranje","","80",".75L","$22.95","$26.70",
46-884,"Diageo NA","Ketel One Citroen","","80","1.75L","$44.95","$53.70",
46-885,"Diageo NA","Ketel One Citroen","","80",".75L","$22.95","$26.70",
46-887,"Diageo NA","Ketel One Botanical Cucumber & Mint","","60",".75L","$22.95","$26.70",
46-889,"Diageo NA","Ketel One Botanical Peach & Orange Blossom","","60",".75L","$22.95","$26.70",
46-891,"Diageo NA","Ketel One Botanical Grapefruit & Rose","","60",".75L","$22.95","$26.70",
46-896,"Constellation Brands","Svedka Blue Raspberry","","70","1.75L","$23.95","$32.70",
46-902,"Constellation Brands","Svedka Blue Raspberry","","70",".75L","$14.95","$18.70",
46-903,"Constellation Brands","Svedka Cherry Limeade","","70",".75L","$14.95","$18.70",
46-926,"Beam Suntory","Effen Rose","","75",".75L","$24.95","$28.70",
46-928,"Beam Suntory","Effen Blood Orange","","75",".75L","$24.95","$28.70",
46-929,"Beam Suntory","Effen Green Apple","","75",".75L","$24.95","$28.70",
46-930,"Beam Suntory","Effen Dutch Raspberry","","75",".75L","$24.95","$28.70",
46-931,"Beam Suntory","Effen Black Cherry","","75",".75L","$24.95","$28.70",
46-932,"Beam Suntory","Effen Cucumber","","75",".75L","$24.95","$28.70",
46-934,"Beam Suntory","Effen","","80",".75L","$24.95","$28.70",
46-935,"Beam Suntory","Effen Vodka","","80",".375L","$14.95","$16.83",
46-947,"Proximo Spirits","Three Olives Loopy","","70",".75L","$14.95","$18.70",
46-949,"Proximo Spirits","Three Olives Grape","","70",".75L","$14.95","$18.70",
46-953,"Beam Suntory","Pinnacle Whipped","","60","1.75L","$18.95","$27.70",
46-957,"Beam Suntory","Pinnacle Whipped","","60",".75L","$10.95","$14.70",
46-960,"Beam Suntory","Pinnacle Kiwi-Strawberry","","70",".75L","$10.95","$14.70",
46-961,"Beam Suntory","Pinnacle Citrus","","70",".75L","$10.95","$14.70",
46-962,"Beam Suntory","Pinnacle Citrus","","70","1.75L","$18.95","$27.70",
46-964,"Beam Suntory","Pinnacle Raspberry","","70",".75L","$10.95","$14.70",
46-965,"Beam Suntory","Pinnacle Kiwi Strawberry","","70","1.75L","$18.95","$27.70",
46-967,"Beam Suntory","Pinnacle Cherry","","70",".75L","$10.95","$14.70",
46-973,"Beam Suntory","Pinnacle 100","","100",".75L","$15.95","$19.70",
46-974,"Beam Suntory","Pinnacle 100","","100","1.75L","$25.95","$34.70",
46-975,"Beam Suntory","Pinnacle","","80","1.75L","$18.95","$27.70",
46-976,"Beam Suntory","Pinnacle","","80",".75L","$10.95","$14.70",
46-977,"Beam Suntory","Pinnacle","","80",".375L","$5.95","$7.83",
46-978,"Beam Suntory","Pinnacle (PET)","","80",".75L","$10.95","$14.70",
46-979,"Beam Suntory","Pinnacle Orange","","70",".75L","$10.95","$14.70",
46-980,"Beam Suntory","Pinnacle Tropical Punch","","70",".75L","$10.95","$14.70",
46-983,"Beam Suntory","Pinnacle Cake","","70",".75L","$10.95","$14.70",
46-992,"Infinium Spirits","Crystal Head","","80",".75L","$49.95","$53.70",
47-004,"William Grant & Sons","Reyka","","80",".75L","$22.95","$26.70",
47-006,"William Grant & Sons","Reyka","","80","1.75L","$39.95","$48.70",
47-017,"Bacardi USA","Bacardi Spiced","","70","1.75L","$21.95","$30.70",
47-018,"Bacardi USA","Bacardi Spiced","","70",".75L","$9.95","$13.70",
47-051,"MHW/ Fishbowl","Blue Chair Bay Coconut Rum","","53",".75L","$19.95","$23.70",
47-055,"MHW/ Fishbowl","Blue Chair Bay Banana Rum Cream","","30",".75L","$19.95","$23.70",
47-059,"MHW/ Fishbowl","Blue Chair Bay Key Lime Cream","","30",".75L","$19.95","$23.70",
47-076,"Heaven Hill","Admiral Nelson's Silver","","80","1.75L","$19.95","$28.70",
47-077,"Heaven Hill","Admiral Nelson's Silver","","80",".75L","$10.95","$14.70",
47-101,"Diageo NA","Ron Zacapa 23Y","023Y","80",".75L","$49.95","$53.70",
47-107,"Infinium Spirits","Zaya Rum","016Y","80",".75L","$29.95","$33.70",
47-118,"Beam Suntory","Calico Jack Coconut Rum","","42","1.75L","$16.95","$25.70",
47-119,"Beam Suntory","Calico Jack Coconut Rum","","42",".75L","$8.95","$12.70",
47-121,"Beam Suntory","Calico Jack Spiced Rum","","70","1.75L","$16.95","$25.70",
47-122,"Beam Suntory","Calico Jack Pineapple Rum","","42",".75L","$8.95","$12.70",
47-133,"Beam Suntory","Calico Jack Spiced Rum","","70",".75L","$8.95","$12.70",
47-145,"Sazerac Co.","Calypso Spiced Rum","","70","1.75L","$16.95","$25.70",
47-156,"E & J Gallo Winery","Diplomatico Reserva Exclusiva","012Y","80",".75L","$44.95","$48.70",
47-195,"Sovereign Brands","Bumbu Rum","","70",".75L","$36.95","$40.70",
47-196,"Sovereign Brands","Bumbu XO","015Y","80",".75L","$42.95","$46.70",
47-217,"Sazerac Co.","Mr. Boston Light Rum","","80",".75L","$6.15","$9.90",
47-233,"Sans Wine & Spirits","Bacoo White","003Y","86",".75L","$18.95","$22.70",
47-234,"Sans Wine & Spirits","Bacoo Dominican 5Y","005Y","80",".75L","$19.95","$23.70",
47-235,"Sans Wine & Spirits","Bacoo Dominican 8Y","008Y","80",".75L","$24.95","$28.70",
47-237,"Sans Wine & Spirits","Bacoo Dominican 12Y","012Y","80",".75L","$28.95","$32.70",
47-258,"Palm Bay International","Dos Maderas 5+5","","80",".75L","$39.95","$43.70",
47-260,"Blackbird Spirits","Dr. Stoner's Island Bush Rum","","84",".75L","$27.95","$31.70",
47-289,"Deutsch Family W & S","Plantation Grand Reserve 5Y Rum","005Y","80",".75L","$25.35","$29.10",
47-293,"Deutsch Family W & S","Plantation Original Dark Rum","004Y","80",".75L","$19.00","$22.75",
47-296,"Deutsch Family W & S","Plantation Pineapple Rum","","80",".75L","$30.35","$34.10",
47-387,"Bacardi USA","Havana Club Anejo Blanco","","80",".75L","$19.95","$23.70",
47-390,"Bacardi USA","Havana Club Anejo Clasico","","80",".75L","$21.95","$25.70",
47-470,"Heaven Hill","Ron Llave Blanco Supremo","","80","1.75L","$18.50","$27.25",
47-471,"Heaven Hill","Ron Llave Blanco Supremo","","80",".75L","$7.95","$11.70",
47-474,"Heaven Hill","Ron Llave Oro Supremo","","80","1.75L","$18.50","$27.25",
47-499,"E & J Gallo Winery","RumHaven Coconut Caribbean","","42",".75L","$17.00","$20.75",
47-562,"Heaven Hill","Whaler's "Killer" Coconut","","40",".75L","$10.95","$14.70",
47-565,"Heaven Hill","Whaler's Vanille","","60",".75L","$10.95","$14.70",
47-568,"Bacardi USA","Pyrat  XO Reserve Rum","","80",".75L","$35.95","$39.70",
47-651,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94","1.75L","$32.95","$41.70",
47-652,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94",".75L","$20.95","$24.70",
47-653,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94",".375L","$11.45","$13.33",
47-655,"Proximo Spirits","Kraken Dark Spiced Rum 70P","","70",".75L","$19.95","$23.70",
47-665,"3 Badge Beverage Corp.","Kirk and Sweeney Gran Reserva Superior","023Y","80",".75L","$55.35","$59.10",
47-666,"3 Badge Beverage Corp.","Kirk and Sweeney Gran Reserva","018Y","80",".75L","$45.35","$49.10",
47-667,"3 Badge Beverage Corp.","Kirk and Sweeney Reserva","012Y","80",".75L","$33.35","$37.10",
47-750,"Bacardi USA","Bacardi Ocho","","80",".75L","$29.95","$33.70",
47-761,"Bacardi USA","Bacardi Raspberry","","70","1.75L","$21.95","$30.70",
47-762,"Bacardi USA","Bacardi Raspberry","","70",".75L","$9.95","$13.70",
47-765,"Bacardi USA","Bacardi Coconut","","70","1.75L","$21.95","$30.70",
47-766,"Bacardi USA","Bacardi Coconut","","70",".75L","$12.95","$16.70",
47-774,"Bacardi USA","Bacardi Dragonberry","","70","1.75L","$21.95","$30.70",
47-775,"Bacardi USA","Bacardi Dragonberry","","70",".75L","$12.95","$16.70",
47-777,"Bacardi USA","Bacardi Pineapple","","70","1.75L","$21.95","$30.70",
47-778,"Bacardi USA","Bacardi Pineapple","","70",".75L","$9.95","$13.70",
47-779,"Bacardi USA","Bacardi Pineapple","","70",".375L","$6.95","$8.83",
47-780,"Bacardi USA","Bacardi Mango","","70","1.75L","$21.95","$30.70",
47-781,"Bacardi USA","Bacardi Mango","","70",".75L","$12.95","$16.70",
47-786,"Bacardi USA","Bacardi Lime","","70",".75L","$12.95","$16.70",
47-798,"Bacardi USA","Bacardi Limon","","70","1.75L","$21.95","$30.70",
47-799,"Bacardi USA","Bacardi Limon","","70",".75L","$12.95","$16.70",
47-800,"Bacardi USA","Bacardi Limon","","70",".375L","$6.95","$8.83",
47-801,"Bacardi USA","Bacardi Black","","80","1.75L","$21.95","$30.70",
47-803,"Bacardi USA","Bacardi Black","","80",".75L","$12.95","$16.70",
47-806,"Bacardi USA","Bacardi Black","","80",".375L","$6.95","$8.83",
47-818,"Bacardi USA","Bacardi Gold PET","","80","1.75L","$21.95","$30.70",
47-819,"Bacardi USA","Bacardi Gold","","80","1.75L","$21.95","$30.70",
47-820,"Bacardi USA","Bacardi Gold (PET)","","80",".75L","$12.95","$16.70",
47-821,"Bacardi USA","Bacardi Gold","","80",".75L","$12.95","$16.70",
47-824,"Bacardi USA","Bacardi Gold","","80",".375L","$6.95","$8.83",
47-826,"Bacardi USA","Bacardi Anejo Cuatro","004Y","80",".75L","$19.95","$23.70",
47-840,"Bacardi USA","Bacardi Superior TRV","","80",".75L","$12.95","$16.70",
47-841,"Bacardi USA","Bacardi Superior","","80","1.75L","$21.95","$30.70",
47-842,"Bacardi USA","Bacardi Superior PET","","80","1.75L","$21.95","$30.70",
47-843,"Bacardi USA","Bacardi Superior","","80",".75L","$12.95","$16.70",
47-846,"Bacardi USA","Bacardi Superior","","80",".375L","$6.95","$8.83",
47-855,"Bacardi USA","Castillo Gold Label","","80","1.75L","$16.95","$25.70",
47-861,"Bacardi USA","Castillo Silver Label","","80","1.75L","$16.95","$25.70",
47-863,"Bacardi USA","Castillo Silver Label","","80",".75L","$8.95","$12.70",
47-907,"Serralles USA","Don Q Cristal Rum","","80","1.75L","$21.35","$30.10",
47-909,"Serralles USA","Don Q Cristal Rum","","80",".75L","$13.15","$16.90",
48-008,"Beam Suntory","Ronrico Gold","","80","1.75L","$16.95","$25.70",
48-024,"Beam Suntory","Ronrico Silver","","80","1.75L","$16.95","$25.70",
48-025,"Beam Suntory","Ronrico Silver","","80",".75L","$8.95","$12.70",
48-414,"Heaven Hill","Aristocrat Rum 80","","80","1.75L","$15.50","$24.25",
48-415,"Heaven Hill","Aristocrat Rum 80","","80",".75L","$6.20","$9.95",
48-418,"Heaven Hill","Aristocrat Rum Gold","","80","1.75L","$15.50","$24.25",
48-425,"Shaw-Ross International","Pusser's British Navy","","84",".75L","$22.95","$26.70",
48-442,"Heaven Hill","Blackheart Spiced Rum","","93",".75L","$15.95","$19.70",
48-444,"Heaven Hill","Blackheart Spiced Rum","","93","1.75L","$26.95","$35.70",
48-446,"Heaven Hill","Blackheart Toasted Coconut Rum","","93",".75L","$15.95","$19.70",
48-451,"Beam Suntory","Cruzan Hurricane Proof","","137",".75L","$23.95","$27.70",
48-455,"Beam Suntory","Cruzan - Estate Single Barrel","","80",".75L","$29.95","$33.70",
48-460,"Beam Suntory","Cruzan - Estate Light","","80","1.75L","$20.95","$29.70",
48-461,"Beam Suntory","Cruzan - Estate Light","","80",".75L","$10.95","$14.70",
48-465,"Beam Suntory","Cruzan - Estate Dark","002Y","80","1.75L","$20.95","$29.70",
48-466,"Beam Suntory","Cruzan - Estate Dark","002Y","80",".75L","$10.95","$14.70",
48-469,"Beam Suntory","Cruzan Black Strap","","80",".75L","$19.95","$23.70",
48-471,"Beam Suntory","Cruzan - Mango","","42",".75L","$10.95","$14.70",
48-474,"Beam Suntory","Cruzan - Banana","","42",".75L","$9.95","$13.70",
48-475,"Beam Suntory","Cruzan Blueberry Lemonade","","42",".75L","$10.95","$14.70",
48-476,"Beam Suntory","Cruzan - Coconut","","55","1.75L","$20.95","$29.70",
48-477,"Beam Suntory","Cruzan - Coconut","","42",".75L","$10.95","$14.70",
48-480,"Beam Suntory","Cruzan - Pineapple","","42",".75L","$9.95","$13.70",
48-488,"Beam Suntory","Cruzan - Vanilla","","42",".75L","$10.95","$14.70",
48-494,"Beam Suntory","Cruzan - Black Cherry","","42",".75L","$10.95","$14.70",
48-496,"Beam Suntory","Cruzan Peach","","42",".75L","$10.95","$14.70",
48-500,"Beam Suntory","Cruzan Island Spiced","","70",".75L","$11.95","$15.70",
48-503,"Beam Suntory","Cruzan Strawberry","","42",".75L","$10.95","$14.70",
48-506,"Beam Suntory","Cruzan Passion Fruit Flavored Rum","","42",".75L","$10.95","$14.70",
48-538,"McCormick Distilling Co.","Montego Bay - Gold","","80","1.75L","$17.95","$26.70",
48-550,"McCormick Distilling Co.","Montego Bay - Light","","80","1.75L","$17.95","$26.70",
48-551,"McCormick Distilling Co.","Montego Bay - Light","","80",".75L","$7.95","$11.70",
48-660,"Montebello Brands","Ron Pablo","","80","1.75L","$16.70","$25.45",
48-661,"Montebello Brands","Ron Pablo","","80",".75L","$7.90","$11.65",
49-006,"William Grant & Sons","Flor De Cana Gran Reserve 7Y","007Y","80",".75L","$24.95","$28.70",
49-012,"William Grant & Sons","Flor De Cana Gold","004Y","80",".75L","$19.95","$23.70",
49-095,"Campari America","Appleton Estate Rare Blend","012Y","86",".75L","$39.95","$43.70",
49-115,"Campari America","Appleton Estate Signature Blend","","80","1.75L","$39.95","$48.70",
49-116,"Campari America","Appleton Estate Signature Reserve Blend","","80",".75L","$22.95","$26.70",
49-121,"Castle Brands","Gosling's 151 Black Seal","","151",".75L","$25.95","$29.70",
49-124,"Castle Brands","Gosling's Black Seal","","80","1.75L","$37.95","$46.70",
49-125,"Castle Brands","Gosling's Black Seal","","80",".75L","$19.95","$23.70",
49-129,"Diageo NA","Ron Anejo Pampero Aniversario","","80",".75L","$31.95","$35.70",
49-145,"Sazerac Co.","Myers's Original Dark","","80","1.75L","$39.95","$48.70",
49-146,"Sazerac Co.","Myers's Original Dark","","80",".75L","$19.95","$23.70",
49-150,"Sazerac Co.","Myers's Original Dark","","80",".375L","$10.95","$12.83",
49-156,"Campari America","Wray & Nephew White Overproof","","126",".75L","$24.95","$28.70",
49-190,"Edrington Americas","Brugal Anejo","","80",".75L","$21.95","$25.70",
49-198,"Remy Cointreau USA","Mt. Gay Black Barrel","","86",".75L","$44.95","$48.70",
49-200,"Remy Cointreau USA","Mt. Gay Eclipse","","80","1.75L","$39.95","$48.70",
49-201,"Remy Cointreau USA","Mt. Gay Eclipse","","80",".75L","$21.95","$25.70",
49-210,"MHW/ Crillon Importers","Rhum Barbancourt Resv Special 5 Star","008Y","86",".75L","$29.95","$33.70",
49-216,"William Grant & Sons","Sailor Jerry Spiced Navy","","92","1.75L","$32.95","$41.70",
49-217,"William Grant & Sons","Sailor Jerry Spiced Navy","","92",".75L","$21.95","$25.70",
49-218,"William Grant & Sons","Sailor Jerry Spiced Navy","","92",".375L","$9.95","$11.83",
49-220,"Sazerac Co.","Parrot Bay Passion Fruit","","42",".75L","$12.95","$16.70",
49-226,"Heaven Hill","Admiral Nelson's Spiced 70","","70","1.75L","$19.95","$28.70",
49-227,"Heaven Hill","Admiral Nelson's Spiced 70","","70",".75L","$10.95","$14.70",
49-228,"Diageo NA","Capt. Morgan Private Stock","","80","1.75L","$39.95","$48.70",
49-229,"Diageo NA","Capt. Morgan Private Stock","","80",".75L","$24.95","$28.70",
49-230,"Diageo NA","Capt. Morgan Spiced 70 PET","","70","1.75L","$27.95","$36.70",
49-231,"Diageo NA","Capt. Morgan Spiced 70","","70","1.75L","$27.95","$36.70",
49-232,"Diageo NA","Capt. Morgan Spiced 70","","70",".75L","$15.95","$19.70",
49-233,"Diageo NA","Capt. Morgan Spiced 70 Lt Wt Flsk","","70",".75L","$15.95","$19.70",
49-234,"Diageo NA","Capt. Morgan Spiced 70","","70",".375L","$8.95","$10.83",
49-236,"Diageo NA","Capt. Morgan Silver Spiced 70","","70",".75L","$17.95","$21.70",
49-240,"Diageo NA","Capt. Morgan Spiced 100","","100","1.75L","$32.95","$41.70",
49-241,"Diageo NA","Capt. Morgan Spiced 100","","100",".75L","$20.95","$24.70",
49-244,"Sazerac Co.","Parrot Bay Coconut 90P","","90",".75L","$13.45","$17.20",
49-249,"Sazerac Co.","Barbarossa Spiced","","70","1.75L","$14.95","$23.70",
49-250,"Sazerac Co.","Barbarossa Spiced","","70",".75L","$9.95","$13.70",
49-252,"Heaven Hill","Admiral Nelson's Spiced Cherry","","70",".75L","$10.95","$14.70",
49-253,"Heaven Hill","Admiral Nelson's Coconut","","42",".75L","$10.95","$14.70",
49-254,"Heaven Hill","Admiral Nelson Pineapple","","70",".75L","$10.95","$14.70",
49-257,"Heaven Hill","Admiral Nelson's Spiced 70 PET","","70",".75L","$10.95","$14.70",
49-294,"Diageo NA","Capt. Morgan Black Spiced Rum","","94.6","1.75L","$30.95","$39.70",
49-295,"Diageo NA","Capt. Morgan Black Spiced Rum","","94.6",".75L","$21.95","$25.70",
49-297,"Sazerac Co.","Parrot Bay Variety Party Bucket","","90","1.00L","$18.95","$23.95",
49-298,"Sazerac Co.","Parrot Bay Coconut PET","","42",".75L","$12.95","$16.70",
49-299,"Sazerac Co.","Parrot Bay-Coconut","","42","1.75L","$26.95","$35.70",
49-303,"Sazerac Co.","Parrot Bay Pineapple PET","","42",".75L","$12.95","$16.70",
49-306,"Sazerac Co.","Parrot Bay Mango PET","","42",".75L","$12.95","$16.70",
49-307,"Diageo NA","Captain Morgan Sliced Apple","","70",".75L","$17.95","$21.70",
49-314,"Pernod Ricard USA","Malibu Watermelon","","42",".75L","$18.95","$22.70",
49-315,"Pernod Ricard USA","Malibu Coconut","","42","1.75L","$33.95","$42.70",
49-316,"Pernod Ricard USA","Malibu Coconut","","42",".75L","$18.95","$22.70",
49-317,"Pernod Ricard USA","Malibu Coconut  (PET)","","42",".75L","$18.95","$22.70",
49-318,"Pernod Ricard USA","Malibu Coconut","","42",".375L","$9.95","$11.83",
49-319,"Pernod Ricard USA","Malibu Watermelon","","42","1.75L","$29.95","$38.70",
49-320,"Pernod Ricard USA","Malibu Tropical Banana","","42",".75L","$18.95","$22.70",
49-324,"Pernod Ricard USA","Malibu Lime","","42",".75L","$18.95","$22.70",
49-326,"Pernod Ricard USA","Malibu Strawberry","","42",".75L","$18.95","$22.70",
49-341,"Diageo NA","Capt. Morgan White Rum","","80","1.75L","$20.95","$29.70",
49-342,"Diageo NA","Capt. Morgan White Rum","","80",".75L","$10.95","$14.70",
49-345,"Diageo NA","Capt. Morgan White Coconut","","70",".75L","$10.95","$14.70",
49-349,"Diageo NA","Capt. Morgan White Pineapple","","70",".75L","$10.95","$14.70",
49-360,"Pernod Ricard USA","Malibu Black","","70","1.75L","$33.95","$42.70",
49-361,"Pernod Ricard USA","Malibu Black","","70",".75L","$18.95","$22.70",
49-364,"Pernod Ricard USA","Malibu Mango","","42",".75L","$18.95","$22.70",
49-368,"Pernod Ricard USA","Malibu Pineapple","","42","1.75L","$29.95","$38.70",
49-369,"Pernod Ricard USA","Malibu Pineapple","","42",".75L","$18.95","$22.70",
49-374,"Pernod Ricard USA","Malibu Passion Fruit","","42",".75L","$18.95","$22.70",
49-500,"Heaven Hill","Christian Brothers Frost White","","70","1.75L","$23.95","$32.70",
49-501,"Heaven Hill","Christian Brothers Frost White","","70",".75L","$11.95","$15.70",
49-502,"Heaven Hill","Christian Brothers Frost White","","70",".375L","$5.75","$7.63",
49-505,"Heaven Hill","Christian Brothers TRV","","80",".75L","$11.95","$15.70",
49-506,"Heaven Hill","Christian Brothers","","80","1.75L","$23.95","$32.70",
49-508,"Heaven Hill","Christian Brothers","","80",".75L","$11.95","$15.70",
49-512,"Heaven Hill","Christian Brothers","","80",".375L","$5.75","$7.63",
49-527,"Heaven Hill","Christian Bros Grand Reserve VSOP","","80","1.75L","$26.95","$35.70",
49-528,"Heaven Hill","Christian Bros. Grand Reserve VSOP","","80",".75L","$12.95","$16.70",
49-579,"E & J Gallo Winery","E & J","","80","1.75L","$24.95","$33.70",
49-580,"E & J Gallo Winery","E & J","","80",".75L","$11.95","$15.70",
